Pays,Annee,Esperance_de_vie,Taux_mortalite_adulte,Taux_mortalite_infantile,Alcool,Hepatite_b,Rougeole,IMC,Deces_chez_les_moins_de_5_ans,Poliomyelite,Diphtherie,VIH_SIDA,Malnutrition_5-9_ans
164,2010,65.9,221,0,7.52,95,0,42.4,1,95,95,0.4,5.3
164,2009,66.1,218,0,7.49,98,0,41.6,1,97,98,0.3,5.4
164,2008,66.3,218,1,7.32,93,0,4.9,1,93,93,0.8,5.4
164,2007,65.7,232,1,7.2,94,0,4.3,1,94,94,1.9,5.5
164,2006,65.2,24,1,07.04,93,0,39.6,1,92,93,1.1,5.5
164,2005,65,238,1,7.35,93,0,39,1,93,93,1.8,5.5
164,2004,65.1,237,1,7.84,91,0,38.4,1,91,91,1.9,5.6
164,2003,65.3,237,1,7.93,9,0,37.8,1,91,9,2.1,5.6
164,2002,65.3,244,1,7.73,91,0,37.1,1,93,91,2.3,5.7
164,2001,65.4,247,1,6.71,85,0,36.4,1,9,85,1.7,5.7
164,2000,65.4,246,1,6.63,,0,35.7,1,79,88,1.1,5.8
82,2015,63.5,24,14,,6,0,49.9,18,56,6,0.5,3.9
82,2014,63.1,245,14,0.01,48,0,48.8,19,55,48,0.5,3.9
82,2013,62.7,253,14,5.68,68,0,47.7,19,67,68,0.5,3.9
82,2012,62.3,259,15,5.68,,0,46.5,20,67,67,0.8,3.9
82,2011,62.3,259,15,5.68,,0,45.3,20,67,68,1.5,4
82,2010,36.3,682,23,5.76,,0,44.2,58,66,66,1.9,4
82,2009,62.5,251,16,5.85,,0,43,21,65,65,2,4.1
82,2008,62.1,259,16,5.95,,0,41.8,22,64,63,2.4,4.2
82,2007,61.8,266,17,06.08,,0,4.7,23,62,63,2.7,4.2
82,2006,61.1,28,17,6.18,,0,39.6,23,61,6,3.3,4.3
82,2005,65,29,17,5.57,,0,38.5,24,6,6,3.9,4.4
82,2004,58.7,32,18,6.1,,0,37.5,24,58,55,4.3,4.5
82,2003,59.7,3,18,6.64,,0,36.5,25,56,53,4.6,4.6
82,2002,59.3,33,19,6.1,,0,35.6,26,54,48,4.8,4.7
82,2001,58.9,35,19,6.22,,159,34.8,27,52,45,5,4.7
82,2000,58.6,35,20,4.79,,992,34,28,5,41,5.1,4.8
89,2015,74.6,147,3,,97,0,51,4,97,97,0.3,2.1
89,2014,74.5,149,3,2.87,97,0,5.2,4,97,97,0.3,2.1
89,2013,74.3,15,4,3.11,97,0,49.3,4,97,97,0.4,2.1
89,2012,74.1,151,4,3.11,97,0,48.4,4,97,97,0.4,2.1
89,2011,73.9,153,4,3.1,97,0,47.6,5,97,97,0.4,2.2
89,2010,73.6,156,4,3.1,97,0,46.8,5,97,97,0.4,2.2
89,2009,73.4,157,4,03.08,97,0,45.9,5,97,97,0.5,2.2
89,2008,73.2,159,4,3.14,92,0,45.1,5,93,93,0.6,2.3
89,2007,73,16,5,3.16,93,0,44.3,6,94,94,0.7,2.3
89,2006,72.8,161,5,3.23,94,0,43.5,6,94,95,0.8,2.4
89,2005,72.5,163,5,3.23,97,0,42.8,6,98,98,0.9,2.4
89,2004,72.2,165,5,03.02,93,0,42,7,94,94,1.2,2.5
89,2003,71.9,166,6,03.04,91,0,41.2,7,92,92,1.4,2.5
89,2002,71.6,169,6,03.09,94,0,4.4,7,95,95,1.5,2.6
89,2001,71.3,171,6,2.74,95,0,39.6,8,99,96,1.6,2.7
89,2000,71,174,6,2.61,93,0,38.8,8,88,94,1.7,2.7
94,2015,75.8,134,0,,,0,64.8,0,99,99,0.1,1.6
94,2014,75.6,137,0,0.01,,0,64.2,0,99,99,0.1,1.6
94,2013,75.5,139,0,10.88,,1,63.6,1,99,99,0.1,1.7
94,2012,75,146,0,11.27,,2,63,1,99,99,0.1,1.7
94,2011,74.8,15,0,11.51,,5,62.4,1,99,99,0.1,1.7
94,2010,74.5,156,0,10.78,,0,61.7,1,99,99,0.1,1.8
94,2009,74.2,162,0,11.46,,1,61.1,1,99,99,0.1,1.8
94,2008,74.1,165,1,11.64,,0,6.5,1,99,99,0.1,1.9
94,2007,73.5,176,1,12.55,,0,59.9,1,99,99,0.1,1.9
94,2006,73.4,177,1,13.16,,1,59.3,1,99,99,0.1,2
94,2005,72.9,182,1,12.94,,2,58.8,1,99,99,0.1,2
94,2004,72.9,18,1,13.28,,0,58.2,1,99,99,0.1,2.1
94,2003,72.5,184,1,13.24,,0,57.6,1,99,99,0.1,2.1
94,2002,72.5,184,1,13.29,,0,57.1,1,98,99,0.1,2.2
94,2001,72.3,185,1,13.18,,20,56.6,1,99,99,0.1,2.2
94,2000,71.7,193,1,12.22,,1,56.1,1,99,99,0.1,2.3
179,2015,82.7,49,0,,,0,61,0,92,92,0.1,0.9
179,2014,82.5,49,0,7.45,,0,6.6,0,9,9,0.1,0.9
179,2013,82.4,5,0,7.31,,0,6.2,0,91,91,0.1,0.9
179,2012,82.5,5,0,7.81,,0,59.7,0,89,89,0.1,0.9
179,2011,82.1,51,0,8.13,,0,59.3,0,95,95,0.1,0.9
179,2010,81.8,53,0,8.25,,0,58.9,0,96,96,0.1,0.9
179,2009,81.6,55,0,10.22,,0,58.5,0,96,96,0.1,0.9
179,2008,81.4,58,0,8.49,,0,58.1,0,98,98,0.1,0.9
179,2007,81.3,59,0,7.53,,0,57.8,0,97,97,0.1,0.9
179,2006,81.1,61,0,7.2,,0,57.4,0,97,97,0.1,0.9
179,2005,81,62,0,07.05,,0,56.9,0,95,95,0.1,0.9
179,2004,88,65,0,6.79,,0,56.5,0,99,99,0.1,0.9
179,2003,87,65,0,6.61,,0,55.9,0,97,97,0.1,0.9
179,2002,84,7,0,6.61,,0,55.4,0,95,95,0.1,0.9
179,2001,80,72,0,6.37,,0,54.8,0,92,92,0.1,0.9
179,2000,79.7,74,0,6.17,,0,54.2,0,98,98,0.1,0.9
2,2015,68.3,181,910,,87,90387,18.7,1100,86,87,0.2,27.3
2,2014,68,184,957,03.07,79,79563,18.1,1200,84,85,0.2,27.4
2,2013,67.6,187,1000,3.11,7,13822,17.5,1300,82,83,0.2,27.5
2,2012,67.3,19,1100,3.1,73,18668,17,1400,79,82,0.2,27.6
2,2011,66.8,193,1100,3,44,33634,16.4,1500,79,82,0.2,27.7
2,2010,66.4,196,1200,2.77,38,31458,15.9,1600,76,79,0.2,27.8
2,2009,66,2,1300,2.5,37,56188,15.4,1700,73,74,0.2,27.8
2,2008,65.5,23,1300,1.93,29,44258,14.9,1800,69,7,0.3,27.9
2,2007,65.2,26,1400,1.59,6,41144,14.4,1900,67,64,0.3,28
2,2006,64.8,28,1500,1.37,6,64185,13.9,2000,66,65,0.3,28
2,2005,64.4,211,1500,1.27,8,36711,13.5,2000,65,65,0.3,28.1
2,2004,64,214,1600,1.2,6,55443,13,2100,58,63,0.3,28.2
2,2003,63.7,216,1700,1.19,,47147,12.6,2200,57,61,0.3,28.3
2,2002,63.3,219,1700,1.1,,40044,12.2,2300,58,59,0.3,28.4
2,2001,62.9,222,1800,1,,51780,11.8,2400,58,59,0.3,28.5
2,2000,62.5,224,1800,0.93,,38835,11.4,2500,57,58,0.3,28.6
4,2015,69.1,176,114,,78,15099,27.4,136,8,78,0.3,1.2
4,2014,68.9,179,119,0.09,78,12943,26.5,142,8,78,0.3,1.2
4,2013,68.7,181,124,0.09,85,8419,25.6,148,86,85,0.3,1.3
4,2012,68.5,183,129,0.08,83,15489,24.7,154,84,83,0.3,1.4
4,2011,68.3,185,134,0.08,81,21893,23.8,161,81,81,0.3,1.5
4,2010,68.1,187,138,0.08,83,18869,22.9,167,82,81,0.3,1.5
4,2009,67.9,189,143,0.08,82,20818,22.1,174,85,78,0.3,1.6
4,2008,67.7,189,149,0.07,82,15369,21.3,181,83,77,0.2,1.7
4,2007,67.5,19,154,0.06,76,19456,2.5,188,77,73,0.2,1.7
4,2006,67.3,191,159,0.06,66,20422,19.7,194,78,72,0.1,1.8
4,2005,67.2,19,163,0.06,65,15853,19,201,79,72,0.1,1.9
4,2004,65.3,213,174,0.06,64,29171,18.2,237,79,71,0.1,1.9
4,2003,66.9,189,173,0.05,64,24457,17.5,215,8,71,0.1,11
4,2002,66.7,189,177,0.05,63,14492,16.7,222,8,7,0.1,11.1
4,2001,66.5,188,182,0.06,62,3825,16,229,77,76,0.1,11.1
4,2000,66.3,188,187,0.06,65,3344,15.4,237,72,75,0.1,11.2
17,2015,75.5,83,18,,98,615,59.7,21,98,98,0.1,8.6
17,2014,75.4,83,19,0.01,99,99,58.5,22,99,99,0.1,8.4
17,2013,75.3,83,20,0.01,99,189,57.2,23,98,98,0.1,8.3
17,2012,75.1,85,21,0.01,98,332,56,24,99,99,0.1,8.2
17,2011,74.7,93,22,0.03,99,73,54.8,25,99,99,0.1,8.1
17,2010,74.1,16,22,0.03,99,538,53.6,26,99,99,0.1,8
17,2009,73.3,122,23,0.03,99,262,52.5,27,99,99,0.1,7.9
17,2008,72.7,135,24,0.02,99,127,51.4,28,99,99,0.1,7.8
17,2007,72.4,138,25,0.02,97,133,5.4,29,98,99,0.1,7.8
17,2006,72.2,139,26,0.02,98,220,49.4,30,99,98,0.1,7.7
17,2005,72,139,27,0.01,94,7,48.5,32,95,95,0.1,7.7
17,2004,71.8,139,28,0.01,95,3,47.6,33,98,99,0.1,7.7
17,2003,75,154,29,0.01,98,11644,46.9,35,99,99,0.1,7.7
17,2002,71.2,142,31,0.01,99,9554,46.2,37,99,99,0.1,7.7
17,2001,78,146,33,0.01,94,9582,45.5,40,95,96,0.1,7.8
17,2000,73,15,35,0.01,99,11874,44.9,43,99,99,0.1,7.9
35,2015,68.9,182,32,,56,1433,59.1,38,63,58,0.1,5.1
35,2014,67.9,199,32,0.01,62,1317,58.5,39,67,64,0.1,5.1
35,2013,69.5,17,32,0.01,66,669,57.8,39,7,68,0.1,5.1
35,2012,76,147,32,0.01,61,15,57.2,39,7,69,0.1,5.1
35,2011,77,144,32,0.17,77,15,56.5,39,8,79,0.1,5.1
35,2010,76,145,32,0.19,72,492,55.8,39,74,74,0.1,5.1
35,2009,74,148,32,0.2,75,30328,55.2,39,78,78,0.1,5.1
35,2008,69.3,167,32,0.17,66,5494,54.5,38,71,69,0.1,5.1
35,2007,65.9,227,31,0.14,56,230,53.8,38,74,57,0.1,5.1
35,2006,64.7,249,31,0.03,59,474,53.2,38,63,59,0.1,5.1
35,2005,66.8,29,31,0.18,65,908,52.5,37,69,65,0.1,5.2
35,2004,67.2,21,30,0.32,62,9081,51.9,37,69,74,0.1,5.2
35,2003,66.5,213,30,0.07,63,0,51.3,37,73,75,0.1,5.2
35,2002,74,14,30,0.15,65,0,5.6,37,76,77,0.1,5.3
35,2001,72,142,30,0.17,66,4088,5.1,37,8,78,0.1,5.3
35,2000,70,144,30,0.2,67,726,49.5,37,83,8,0.1,5.4
125,2015,81.4,64,0,,95,4,62.8,0,95,95,0.1,0.2
125,2014,81.2,66,0,10.75,95,33,62.1,0,96,96,0.1,0.2
125,2013,81,67,0,10.49,95,51,61.3,0,96,96,0.1,0.2
125,2012,85,69,0,11.49,95,107,6.5,0,95,95,0.1,0.2
125,2011,84,7,0,11.72,95,285,59.7,0,95,95,0.1,0.2
125,2010,86,68,0,11.88,46,443,58.9,0,94,94,0.1,0.2
125,2009,79.7,77,0,11.41,,164,58.2,0,94,94,0.1,0.2
125,2008,79.8,75,0,12.66,,57,57.4,0,93,93,0.1,0.2
125,2007,79.5,75,0,13.59,,64,56.6,0,92,92,0.1,0.2
125,2006,79,78,0,13.44,,87,55.8,0,91,91,0.1,0.2
125,2005,78.7,78,0,13.31,,95,55.1,0,9,9,0.1,0.2
125,2004,78.3,82,0,13.32,,334,54.4,0,89,89,0.1,0.2
125,2003,78,82,0,13.24,,584,53.6,0,86,86,0.1,0.2
125,2002,77.4,88,0,14.17,,243,52.9,0,83,83,0.1,0.3
125,2001,77,89,0,14.27,,241,52.2,0,84,84,0.1,0.3
125,2000,76.4,94,0,14.07,,0,51.5,0,86,86,0.1,0.3
98,2015,82.5,58,0,,96,80,64.9,1,95,95,0.1,1.1
98,2014,82.2,6,1,2.62,97,6,64.6,1,95,95,0.1,1.1
98,2013,82.1,61,1,2.69,97,50,64.2,1,96,96,0.1,1.1
98,2012,81.8,6,1,2.78,97,211,63.8,1,94,94,0.1,1.1
98,2011,81.8,61,1,2.67,98,70,63.4,1,94,94,0.1,1.1
98,2010,81.7,61,1,2.63,97,23,63,1,95,95,0.1,1.1
98,2009,81.5,63,1,2.55,98,5,62.6,1,96,96,0.1,1.1
98,2008,81,65,1,2.47,99,931,62.1,1,94,94,0.1,1.1
98,2007,84,68,1,2.33,99,539,61.6,1,95,95,0.1,1.1
98,2006,84,68,1,2.23,96,9,61.1,1,94,95,0.1,1.1
98,2005,80,71,1,2.41,96,2,6.6,1,95,93,0.1,1.1
98,2004,81,69,1,2.23,99,116,6.1,1,95,95,0.1,1.1
98,2003,79.7,71,1,2.32,98,124,59.6,1,93,93,0.1,1.1
98,2002,79.3,74,1,2.47,98,2,59.2,1,91,9,0.1,1.1
98,2001,79.3,74,1,2.53,96,19,58.7,1,93,92,0.1,1.1
98,2000,78.9,76,1,2.53,98,36,58.3,1,93,93,0.1,1.1
25,2015,82.7,56,1,,93,159,63.6,2,93,93,0.1,0.6
25,2014,82.5,57,2,7.56,95,0,63.1,2,95,95,0.1,0.6
25,2013,82.3,58,2,7.35,96,0,62.6,2,96,96,0.1,0.6
25,2012,82,6,2,7.49,96,376,62.1,2,96,97,0.1,0.6
25,2011,82,6,2,6.98,96,5189,61.5,2,96,96,0.1,0.5
25,2010,81.8,6,2,6.95,96,372,61,2,96,96,0.1,0.5
25,2009,81.6,61,2,7.25,96,351,6.5,2,96,96,0.1,0.5
25,2008,81.5,61,2,7.96,96,1617,59.9,2,96,96,0.1,0.5
25,2007,81.3,63,2,8.37,97,321,59.4,2,97,97,0.1,0.5
25,2006,81.2,65,2,8.44,96,439,58.8,2,97,96,0.1,0.5
25,2005,88,66,2,8.65,96,135,58.2,2,97,95,0.1,0.5
25,2004,89,66,2,8.98,96,599,57.6,3,97,94,0.1,0.5
25,2003,79.9,72,2,9.3,95,10982,57,3,97,96,0.1,0.5
25,2002,80,72,2,9.25,95,9385,56.4,3,96,93,0.1,0.5
25,2001,79.8,75,2,9.69,95,0,55.7,3,96,93,0.1,0.5
25,2000,79.4,77,3,9.78,94,1457,55,3,97,87,0.1,0.5
139,2015,76.2,125,1,,91,0,54.2,1,91,91,0.5,1.7
139,2014,75.8,133,1,3.83,92,0,53.5,1,93,92,0.5,1.7
139,2013,75.6,136,1,3.79,93,0,52.7,1,86,93,0.6,1.7
139,2012,75.3,138,1,3.65,96,0,52,1,96,96,0.5,1.7
139,2011,75.2,139,1,3.58,92,1,51.2,1,93,92,0.6,1.7
139,2010,75,138,1,3.55,94,0,5.5,1,94,94,0.5,1.7
139,2009,74.7,142,1,3.33,9,0,49.7,1,9,9,0.6,1.7
139,2008,74.5,145,1,3.51,92,2,48.9,1,91,91,0.4,1.7
139,2007,74.2,148,1,3.64,92,0,48.1,1,94,92,0.9,1.7
139,2006,74,15,1,3.63,97,0,47.2,1,99,95,1.5,1.7
139,2005,73.5,161,1,3.59,99,0,46.3,1,99,99,1.9,1.7
139,2004,73.3,165,1,3.67,98,0,45.4,1,97,98,2.3,1.8
139,2003,73.1,166,1,3.48,36,0,44.5,1,99,96,2.3,1.8
139,2002,73,167,1,3.76,,0,43.5,1,99,99,2.3,1.8
139,2001,72.7,171,1,3.89,,0,42.5,1,99,99,2.2,1.8
139,2000,72.6,171,1,3.46,,0,41.6,1,95,93,2.2,1.9
11,2015,83.7,55,2,,,35,29,3,99,96,0.1,1.8
11,2014,83.5,57,2,0.01,,462,28.6,3,99,96,0.1,1.7
11,2013,83.5,56,2,7.55,,229,28.2,3,99,96,0.1,1.7
11,2012,83.3,58,2,7.39,,228,27.8,3,99,97,0.1,1.7
11,2011,82.5,64,3,7.39,,434,27.4,4,96,97,0.1,1.6
11,2010,83,62,3,6.9,,450,26.9,4,98,97,0.1,1.6
11,2009,83,64,3,07.09,,741,26.4,4,99,97,0.1,1.6
11,2008,82.7,66,3,7.11,,11015,25.9,4,98,98,0.1,1.5
11,2007,82.6,67,3,7.29,,0,25.4,4,97,98,0.1,1.5
11,2006,82.4,68,3,7.49,,520,24.9,4,95,98,0.1,1.5
11,2005,82,69,3,7.99,,0,24.4,4,95,98,0.1,1.5
11,2004,82.1,68,3,7.7,,8752,23.8,4,97,99,0.1,1.4
11,2003,81.9,7,3,7.83,,8286,23.4,5,97,97,0.1,1.4
11,2002,81.8,7,3,7.87,,33812,22.9,5,89,96,0.1,1.4
11,2001,81.5,72,4,08.03,,22552,22.5,5,81,95,0.1,1.4
11,2000,81.1,74,4,7.97,,22497,22.2,5,98,85,0.1,1.4
83,2015,74.1,112,4,,99,0,65.6,4,99,99,0.1,4
83,2014,74,113,4,0.41,98,20,64.8,4,98,98,0.1,3.9
83,2013,73.9,114,4,0.4,98,120,64,4,98,98,0.1,3.9
83,2012,73.7,115,4,0.41,98,3,63.2,4,98,98,0.1,3.9
83,2011,73.6,116,4,0.43,98,0,62.4,4,98,98,0.1,3.9
83,2010,73.4,117,4,0.51,98,0,61.7,4,98,98,0.1,3.8
83,2009,73.3,118,4,0.59,98,0,6.9,4,98,98,0.1,3.8
83,2008,73.1,119,4,0.61,97,2,6.1,4,98,97,0.1,3.8
83,2007,73,12,4,0.6,98,41,59.3,4,98,98,0.1,3.8
83,2006,72.8,121,4,0.59,98,1,58.6,4,98,98,0.1,3.8
83,2005,72.4,127,4,0.55,95,28,57.8,4,95,95,0.1,3.8
83,2004,72.5,125,4,0.54,95,21,57,4,95,95,0.1,3.8
83,2003,72.3,127,4,0.54,97,76,56.3,4,97,97,0.1,3.9
83,2002,72.1,129,4,0.54,95,19,55.5,4,95,95,0.1,3.9
83,2001,71.9,131,4,0.55,97,61,54.8,4,97,99,0.1,3.9
83,2000,71.7,133,4,0.49,93,32,54,4,94,91,0.1,4
66,2015,72,198,4,,98,526,53.1,5,98,98,0.1,2.5
66,2014,69.9,22,5,6.29,95,321,52.3,5,95,95,0.1,2.5
66,2013,69.5,28,5,6.48,99,73,51.4,6,98,98,0.1,2.5
66,2012,69.1,214,6,6.82,95,55,5.6,7,98,99,0.1,2.5
66,2011,68.5,224,7,6.63,99,127,49.9,7,99,99,0.1,2.5
66,2010,67.8,236,7,6.83,99,4,49.2,8,98,99,0.1,2.5
66,2009,67.8,235,7,6.64,99,0,48.5,8,99,98,0.1,2.5
66,2008,66.6,258,8,7.6,99,20,47.9,9,99,99,0.1,2.5
66,2007,65.3,288,8,7.44,94,13,47.3,9,94,93,0.1,2.5
66,2006,65,295,8,07.08,99,109,46.8,9,99,99,0.1,2.5
66,2005,64.6,294,8,6.94,94,16118,46.3,9,99,98,0.1,2.5
66,2004,64.7,287,8,6.55,99,2204,45.8,9,99,82,0.1,2.6
66,2003,64.4,282,8,6.58,99,24,45.3,9,99,99,0.1,2.6
66,2002,64.7,276,8,5.99,95,18,44.8,9,95,95,0.1,2.6
66,2001,64.4,284,8,5.75,95,94,44.4,10,95,95,0.1,2.7
66,2000,63.9,292,9,6,99,245,43.9,10,96,97,0.1,2.7
27,2015,63.4,249,54,,89,95,22,75,83,89,2.8,7.6
27,2014,62.9,255,56,0.01,92,354,21.3,79,93,92,2.9,7.7
27,2013,62.6,258,58,1.84,93,190,2.7,81,94,87,3,7.7
27,2012,62.1,263,59,1.81,94,0,2.1,84,94,94,3,7.8
27,2011,61.2,278,60,1.8,96,2395,19.5,86,97,96,3.4,7.9
27,2010,63,294,61,1.73,9,95,18.9,89,9,9,4.3,8
27,2009,59.1,317,62,1.86,88,1218,18.4,91,89,88,5,8.1
27,2008,57.9,339,64,1.71,88,1282,17.9,95,88,88,6.4,8.2
27,2007,56.8,356,66,1.97,81,1516,17.3,100,76,81,9.1,8.3
27,2006,55.3,388,68,1.76,8,1847,16.9,104,77,8,10.3,8.4
27,2005,54.1,412,70,1.82,76,153,16.4,108,7,76,11.6,8.5
27,2004,53,432,72,1.43,73,20,15.9,112,73,73,13.2,8.6
27,2003,52.4,437,74,1.49,73,65,15.5,115,75,73,14.5,8.8
27,2002,52.1,437,76,1.66,84,766,15.1,118,83,84,15.7,8.9
27,2001,51.9,434,77,1.63,,11304,14.7,120,77,8,16.9,9
27,2000,51.9,428,77,1.51,,21002,14.4,121,8,82,18.1,9.1
192,2015,66.3,198,0,,82,0,77.6,0,8,78,0.1,0.1
192,2014,66.1,2,0,0.01,75,0,77.1,0,79,75,0.1,0.1
192,2013,65.8,22,0,0.01,95,0,76.7,0,91,95,0.1,0.1
192,2012,65.7,24,0,0.01,94,0,76.2,0,92,94,0.1,0.1
192,2011,65.5,26,0,0.53,95,0,75.7,0,95,99,0.1,0.1
192,2010,65.3,27,0,0.48,91,0,75.2,0,95,91,0.1,0.1
192,2009,65.2,28,0,0.54,86,0,74.6,0,84,86,0.1,0.1
192,2008,65.1,21,0,0.46,83,0,74.1,0,74,82,0.1,0.1
192,2007,65,211,0,0.68,96,0,73.4,0,93,94,0.1,0.1
192,2006,65,212,0,0.76,88,0,72.8,0,86,86,0.1,0.1
192,2005,64.9,213,0,0.6,5,0,72.1,0,74,79,0.1,0.2
192,2004,64.8,214,0,0.48,67,0,71.4,0,61,62,0.1,0.2
192,2003,64.7,215,0,0.5,73,0,7.6,0,79,7,0.1,0.2
192,2002,64.6,217,0,0.49,79,0,69.7,0,96,77,0.1,0.2
192,2001,64.3,219,0,0.6,85,0,68.8,0,88,85,0.1,0.2
192,2000,64.1,222,0,0.46,9,0,67.9,0,9,9,0.1,0.2
129,2015,74.7,81,0,,99,18,71.4,1,99,99,0.1,3.4
129,2014,74.6,82,0,0.01,96,55,7.8,1,94,95,0.1,3.4
129,2013,74.5,83,1,0.01,99,62,7.2,1,99,99,0.1,3.3
129,2012,74.3,84,1,0.01,98,27,69.5,1,98,98,0.1,3.3
129,2011,74.2,85,1,0.02,99,32,69,1,99,99,0.1,3.2
129,2010,74,86,1,0.01,99,13,68.4,1,98,98,0.1,3.2
129,2009,73.9,87,1,0.1,99,0,67.9,1,99,99,0.1,3.2
129,2008,73.8,88,1,0.03,99,0,67.5,1,99,99,0.1,3.1
129,2007,73.7,89,1,0.03,99,0,67.1,1,99,99,0.1,3.1
129,2006,73.6,89,1,0.01,99,0,66.7,1,99,99,0.1,3.1
129,2005,73.6,9,0,0.01,99,10,66.3,1,99,99,0.1,3.1
129,2004,73.5,91,0,0.02,94,23,65.9,1,98,98,0.1,3
129,2003,73.4,93,0,0.03,99,0,65.5,1,99,99,0.1,3
129,2002,73.3,94,0,0.01,99,0,65,1,99,99,0.1,3
129,2001,73.2,95,0,0.01,99,0,64.5,1,99,99,0.1,3
129,2000,73.2,96,0,0.01,95,6,64,1,94,98,0.1,3.1
110,2015,71.1,166,3,,97,17779,44.9,3,97,97,0.1,3.4
110,2014,78,17,3,0.01,96,318,43.9,4,95,96,0.1,3.4
110,2013,77,174,3,0.01,97,1,43,4,97,97,0.1,3.3
110,2012,69.9,18,3,0.01,96,0,42.2,4,94,96,0.1,3.3
110,2011,69.4,188,4,3.28,96,222,41.4,4,94,96,0.2,3.3
110,2010,68.8,199,4,2.73,96,0,4.7,4,88,96,0.1,3.3
110,2009,68.5,21,4,2.39,96,1,4.1,4,96,95,0.1,3.4
110,2008,67.6,217,4,2.53,97,16,39.5,4,95,95,0.2,3.4
110,2007,67.2,229,4,2.77,94,40,39,4,94,94,0.1,3.4
110,2006,66.7,234,4,2.48,9,27,38.5,4,93,92,0.1,3.4
110,2005,66.9,224,4,2.81,97,53,38,4,98,98,0.1,3.4
110,2004,67.1,218,4,3.41,99,8,37.5,4,98,99,0.1,3.4
110,2003,66.6,217,4,3.52,99,6,37,4,98,98,0.1,3.5
110,2002,66.7,215,4,3.31,99,2,36.5,5,99,98,0.1,3.5
110,2001,67.2,217,4,2.62,57,17,36,5,99,99,0.1,3.6
110,2000,66.6,225,4,2.13,44,16,35.6,5,99,99,0.1,3.6
103,2015,65.7,194,8,,89,56,21.7,11,89,89,0.2,8.9
103,2014,65.3,199,8,0.01,88,339,2.9,11,88,88,0.2,9
103,2013,64.9,23,9,0.01,87,71,2.1,12,86,87,0.3,9.1
103,2012,64.4,28,9,0.01,79,32,19.4,12,78,79,0.3,9.2
103,2011,64,213,9,5.39,78,113,18.7,13,79,78,0.3,9.4
103,2010,63.6,218,10,5.95,74,153,18,13,76,74,0.3,9.5
103,2009,63.1,223,10,5.18,67,78,17.3,14,67,67,0.2,9.6
103,2008,62.6,228,10,5.1,61,174,16.7,14,6,61,0.2,9.7
103,2007,62.1,234,11,5,5,1678,16.1,15,46,5,0.2,9.8
103,2006,61.5,24,11,3.69,57,58,15.5,15,56,57,0.2,9.9
103,2005,61,246,11,3.68,49,295,14.9,16,5,49,0.2,1.1
103,2004,64,252,12,3.53,45,1491,14.4,16,46,45,0.2,1.2
103,2003,59.8,259,12,3.41,5,1810,13.8,17,52,49,0.1,1.3
103,2002,59.3,265,13,3.33,,2070,13.3,18,55,53,0.1,1.4
103,2001,58.7,271,13,3.13,,94,12.7,19,55,52,0.1,1.5
103,2000,58.1,278,14,5.16,,332,12.3,20,57,51,0.1,1.5
151,2015,74.6,153,0,,94,0,61.2,0,95,95,0.1,2.1
151,2014,74.4,156,0,0.01,92,36,6.7,0,92,92,0.1,2.2
151,2013,74.1,161,0,10.37,94,0,6.2,0,94,94,0.1,2.2
151,2012,73.8,163,0,10.21,9,3,59.8,0,91,91,0.1,2.2
151,2011,73.6,169,0,10.14,89,1,59.4,0,92,92,0.1,2.3
151,2010,72.8,18,0,9.8,91,0,58.9,0,92,92,0.1,2.3
151,2009,72.6,184,0,9.85,92,0,58.5,0,94,94,0.1,2.3
151,2008,71.9,199,0,11.84,93,3,58.1,0,94,94,0.1,2.4
151,2007,78,221,0,12.12,91,0,57.7,0,94,94,0.1,2.4
151,2006,75,229,0,10.4,94,7,57.4,0,96,96,0.1,2.5
151,2005,76,216,0,9.92,99,2,57,0,99,99,0.1,2.5
151,2004,71,26,0,8.81,98,0,56.6,0,99,99,0.1,2.6
151,2003,78,29,0,8.24,98,0,56.3,0,98,98,0.1,2.6
151,2002,73,219,0,7.44,98,0,56,0,98,97,0.1,2.7
151,2001,69.9,228,0,6.68,96,1,55.7,0,97,97,0.1,2.8
151,2000,71,218,0,7.13,95,0,55.4,0,96,96,0.1,2.8
119,2015,74.9,98,1,,81,39,66.1,1,75,81,0.1,4.9
119,2014,74.8,99,1,1.32,81,112,65.4,1,75,81,0.1,4.9
119,2013,74.9,97,1,1.29,81,1761,64.9,1,75,81,0.1,4.8
119,2012,75,93,1,1.53,81,9,64.4,1,75,81,0.1,4.8
119,2011,75,93,1,1.57,81,9,64,1,75,81,0.1,4.7
119,2010,74.9,94,1,1.58,81,12,63.5,1,75,81,0.1,4.7
119,2009,74.7,95,1,1.62,81,22,63,1,75,81,0.1,4.7
119,2008,74.5,98,1,1.67,81,24,62.5,1,75,81,0.1,4.7
119,2007,74.4,98,1,1.72,8,373,61.9,1,75,8,0.1,4.6
119,2006,74.1,1,1,1.82,78,956,61.4,1,75,78,0.1,4.6
119,2005,73.9,11,1,1.94,77,618,6.8,1,74,77,0.1,4.6
119,2004,73.7,13,1,2.1,75,213,6.2,1,74,75,0.1,4.6
119,2003,73.5,15,1,2.19,74,526,59.7,1,74,74,0.1,4.7
119,2002,73.2,17,1,1.98,77,36,59.1,1,77,77,0.1,4.7
119,2001,73,11,1,2.19,8,8,58.6,1,8,8,0.1,4.7
119,2000,72.7,112,1,2.26,83,5,57.9,1,83,83,0.1,4.8
